num	rate
10	1.0745
50	1.4638
100	2.2146
150	3.2746
200	4.4015
250	5.6191
300	6.706
350	7.8147
400	8.8674
450	9.968
500	11.0346
550	12.1116
600	13.168
650	14.2344
700	15.3027
750	16.3584
800	17.434
850	18.49
900	19.5556
950	20.6199
1000	21.7149
