num	rate
10	0.0239
50	0.0305
100	0.068
150	0.1853
200	0.4916
250	0.7978
300	0.9218
350	0.9761
400	0.9935
450	0.9952
500	0.9967
550	0.9967
600	0.9975
650	0.9976
700	0.9975
750	0.9977
800	0.9979
850	0.998
900	0.9981
950	0.9984
1000	0.9984
