num	rate
10	0.2706
50	1.5231
100	4.5889
150	9.2146
200	14.4837
250	18.6709
300	22.4114
350	25.9256
400	28.9775
450	31.7738
500	34.6721
550	37.3966
600	40.1554
650	42.5883
700	45.4149
750	48.1139
800	50.6454
850	53.2097
900	55.8351
950	58.2963
1000	60.8064
