num	rate
10	0.4013
50	2.5761
100	9.3822
150	15.7583
200	22.2108
250	26.9555
300	31.6434
350	35.8526
400	39.8812
450	43.8731
500	47.7792
550	51.679
600	55.4306
650	59.3009
700	62.9664
750	66.6696
800	70.2535
850	73.7981
900	77.3764
950	80.8458
1000	84.2739
