num	rate
10	0.0097
50	0.0171
100	0.0252
150	0.0466
200	0.0991
250	0.2024
300	0.3619
350	0.5854
400	0.7698
450	0.8753
500	0.9554
550	0.9718
600	0.9818
650	0.9924
700	0.9972
750	0.9947
800	0.9937
850	0.998
900	0.9979
950	0.9982
1000	0.9985
