num	rate
10	0.25
50	1.2613
100	2.6075
150	4.2207
200	5.4947
250	7.3182
300	9.2619
350	11.3455
400	13.2739
450	15.0633
500	16.7367
550	18.5211
600	20.1779
650	21.8055
700	23.5356
750	25.2686
800	26.931
850	28.6021
900	30.2626
950	31.9508
1000	33.6797
