num	rate
10	0.0639
50	0.1868
100	0.7519
150	0.9826
200	0.997
250	0.999
300	0.9999
350	0.9998
400	0.9998
450	0.9999
500	0.9999
550	0.9999
600	0.9999
650	0.9999
700	0.9999
750	0.9999
800	0.9999
850	0.9999
900	0.9999
950	0.9999
1000	0.9999
