num	rate
10	0.2986
50	1.8724
100	4.1519
150	6.1258
200	8.2599
250	10.2004
300	11.8256
350	13.4405
400	15.0661
450	16.6707
500	18.3336
550	19.9944
600	21.6739
650	23.4176
700	25.0601
750	26.7886
800	28.5407
850	30.2906
900	31.9934
950	33.7869
1000	35.5306
