num	rate
10	0.08
50	0.4713
100	1.2428
150	1.6784
200	2.6578
250	3.5856
300	4.173
350	5.0999
400	5.612
450	6.5273
500	7.4042
550	8.4565
600	9.4837
650	10.1168
700	11.145
750	12.2068
800	13.2687
850	14.071
900	14.8028
950	15.7728
1000	16.7761
