num	rate
10	0.012
50	0.013
100	0.0156
150	0.0237
200	0.0322
250	0.0468
300	0.0622
350	0.0968
400	0.1257
450	0.1867
500	0.2763
550	0.4029
600	0.507
650	0.6887
700	0.7447
750	0.8007
800	0.8715
850	0.9206
900	0.9638
950	0.9444
1000	0.9874
