num	rate
10	0.218
50	1.4637
100	4.7448
150	8.4026
200	13.8602
250	19.0294
300	22.7985
350	25.7892
400	28.9608
450	31.8354
500	34.6954
550	37.4188
600	40.1125
650	42.7909
700	45.4106
750	48.1097
800	50.6812
850	53.2254
900	55.8229
950	58.2902
1000	60.754
