num	rate
10	0.0066
50	0.0062
100	0.008
150	0.0081
200	0.0125
250	0.019
300	0.0218
350	0.0344
400	0.0447
450	0.0662
500	0.0874
550	0.1398
600	0.2133
650	0.278
700	0.3893
750	0.5504
800	0.6804
850	0.7306
900	0.8132
950	0.8901
1000	0.8985
