num	rate
10	0.5606
50	3.3066
100	7.5836
150	12.0019
200	16.3091
250	20.6617
300	24.8437
350	28.9986
400	33.1941
450	37.3276
500	41.4755
550	45.5539
600	49.7347
650	53.907
700	58.0042
750	62.1288
800	66.3054
850	70.4879
900	74.6009
950	78.6905
1000	82.8215
