num	rate
10	0.0328
50	0.056
100	0.1651
150	0.4444
200	0.7935
250	0.9256
300	0.9751
350	0.9952
400	0.9995
450	0.9996
500	0.9997
550	0.9997
600	0.9997
650	0.9998
700	0.9998
750	0.9998
800	0.9998
850	0.9998
900	0.9998
950	0.9998
1000	0.9998
