num	rate
10	0.1146
50	0.5333
100	1.1616
150	1.7315
200	2.3553
250	3.3117
300	3.9286
350	4.6464
400	5.4399
450	6.3172
500	6.9542
550	7.7252
600	8.3884
650	8.857
700	9.6386
750	10.1828
800	10.7013
850	11.3911
900	11.8648
950	12.4555
1000	13.008
