num	rate
10	0.0137
50	0.0283
100	0.0569
150	0.1252
200	0.2215
250	0.4496
300	0.6708
350	0.8444
400	0.9378
450	0.974
500	0.9948
550	0.9941
600	0.9997
650	0.9997
700	0.9997
750	0.9998
800	0.9998
850	0.9997
900	0.9998
950	0.9998
1000	0.9998
