num	rate
10	0.0084
50	0.0121
100	0.0139
150	0.0196
200	0.0256
250	0.0368
300	0.0564
350	0.0787
400	0.1143
450	0.1628
500	0.2602
550	0.3561
600	0.4751
650	0.5849
700	0.7186
750	0.8129
800	0.8423
850	0.9048
900	0.9278
950	0.9755
1000	0.978
