num	rate
10	0.0617
50	0.1938
100	0.6869
150	0.9431
200	0.9952
250	0.9994
300	0.9994
350	0.9997
400	0.9996
450	0.9996
500	0.9997
550	0.9997
600	0.9997
650	0.9997
700	0.9997
750	0.9998
800	0.9997
850	0.9997
900	0.9998
950	0.9998
1000	0.9998
