num	rate
10	0.297
50	1.8132
100	3.7856
150	6.3269
200	8.3259
250	10.1173
300	11.8279
350	13.398
400	15.0792
450	16.6868
500	18.353
550	20.0145
600	21.6655
650	23.3975
700	25.1011
750	26.8139
800	28.5271
850	30.2937
900	32.0642
950	33.8096
1000	35.5587
