num	rate
10	0.738
50	3.903
100	9.4782
150	14.8479
200	20.019
250	24.2591
300	28.3923
350	32.4652
400	36.4791
450	40.6457
500	44.7888
550	48.8323
600	53.1767
650	57.2474
700	61.457
750	65.6889
800	69.8675
850	74.2058
900	78.4945
950	82.7069
1000	87.1595
