num	rate
10	0.3539
50	1.7078
100	4.1828
150	6.5231
200	9.5086
250	12.1251
300	14.8934
350	17.4967
400	20.1178
450	22.594
500	25.1101
550	27.622
600	30.1099
650	32.6765
700	35.1555
750	37.6524
800	40.1859
850	42.672
900	45.1578
950	47.7305
1000	50.1899
