num	rate
10	0.7286
50	4.0321
100	9.1753
150	14.5622
200	19.6681
250	24.2235
300	28.4033
350	32.4569
400	36.521
450	40.6429
500	44.6708
550	48.8076
600	53.0186
650	57.2414
700	61.4247
750	65.7546
800	69.9243
850	74.2839
900	78.5684
950	82.7741
1000	87.0373
