num	rate
10	0.0164
50	0.0159
100	0.0273
150	0.0436
200	0.09
250	0.158
300	0.3556
350	0.5958
400	0.7773
450	0.9179
500	0.959
550	0.9833
600	0.9894
650	0.9907
700	0.9972
750	0.9975
800	0.9978
850	0.9979
900	0.9983
950	0.9982
1000	0.9984
