num	rate
10	0.63
50	6.6096
100	18.9179
150	27.1571
200	34.1194
250	40.8011
300	47.3428
350	53.6306
400	59.9379
450	65.9994
500	71.7995
550	77.8124
600	83.4823
650	89.0364
700	94.7351
750	100.1737
800	105.6516
850	111.0467
900	116.4037
950	121.812
1000	127.2307
