num	rate
10	0.35
50	1.315
100	2.647
150	4.3459
200	5.5173
250	7.9135
300	9.1505
350	11.4642
400	13.2543
450	14.9577
500	16.5622
550	17.9156
600	20.1993
650	21.2182
700	22.6792
750	24.262
800	25.7867
850	27.3362
900	28.6061
950	30.0268
1000	31.4091
