num	rate
10	1.311
50	7.3192
100	16.1943
150	24.1143
200	30.7315
250	37.5093
300	44.295
350	51.1083
400	58.0982
450	64.9669
500	72.0991
550	79.1891
600	86.2817
650	93.287
700	100.4457
750	107.616
800	114.8524
850	121.9555
900	129.1081
950	136.2586
1000	143.4797
