num	rate
10	0.258
50	2.2214
100	6.0774
150	9.7185
200	12.8819
250	16.7874
300	20.1916
350	22.7525
400	25.7136
450	28.5831
500	31.2493
550	33.9895
600	36.734
650	39.4418
700	42.1633
750	44.9412
800	47.7148
850	50.4679
900	53.2604
950	56.1344
1000	58.9021
