num	rate
10	0.0217
50	0.0262
100	0.0597
150	0.2124
200	0.4738
250	0.7562
300	0.9227
350	0.9772
400	0.991
450	0.9947
500	0.996
550	0.9967
600	0.9973
650	0.9978
700	0.9978
750	0.998
800	0.9981
850	0.9981
900	0.9983
950	0.9983
1000	0.9984
