num	rate
10	0.096
50	0.5699
100	1.0974
150	1.7313
200	2.3764
250	3.1461
300	3.9234
350	4.7217
400	5.6108
450	6.2206
500	7.0003
550	7.6942
600	8.3892
650	9.044
700	9.54
750	10.1879
800	10.7845
850	11.3255
900	11.943
950	12.4524
1000	13.0324
