num	rate
10	0.0364
50	0.0846
100	0.3877
150	0.8378
200	0.9575
250	0.988
300	0.9945
350	0.9948
400	0.9964
450	0.9964
500	0.9971
550	0.9973
600	0.9974
650	0.9976
700	0.998
750	0.9981
800	0.9981
850	0.998
900	0.9984
950	0.9984
1000	0.9985
