num	rate
10	0.128
50	0.4808
100	1.1184
150	1.8367
200	2.4886
250	3.1845
300	3.9116
350	4.6787
400	5.4974
450	6.3672
500	7.1006
550	7.6762
600	8.2442
650	9.0197
700	9.657
750	10.2057
800	10.738
850	11.3276
900	11.8851
950	12.4793
1000	13.0261
