num	rate
10	0.3286
50	1.2542
100	2.6132
150	4.0261
200	5.7096
250	7.2935
300	8.9086
350	10.2653
400	11.8441
450	13.3275
500	14.7687
550	16.2907
600	17.7724
650	19.2372
700	20.7283
750	22.2005
800	23.7055
850	25.1769
900	26.6744
950	28.1696
1000	29.6252
