num	rate
10	0.0279
50	0.0377
100	0.0674
150	0.1153
200	0.2573
250	0.4627
300	0.729
350	0.8639
400	0.9353
450	0.9679
500	0.998
550	0.9992
600	1
650	0.996
700	1
750	1
800	1
850	1
900	1
950	1
1000	1
