num	rate
10	0.0337
50	0.0546
100	0.1479
150	0.4806
200	0.7729
250	0.918
300	0.9764
350	0.9983
400	0.996
450	0.9995
500	0.9996
550	0.9997
600	0.9997
650	0.9997
700	0.9997
750	0.9998
800	0.9998
850	0.9998
900	0.9998
950	0.9998
1000	0.9998
