num	rate
10	0.0097
50	0.0133
100	0.0157
150	0.0224
200	0.0301
250	0.0413
300	0.0629
350	0.0845
400	0.124
450	0.1739
500	0.2515
550	0.3861
600	0.5334
650	0.6227
700	0.6973
750	0.8067
800	0.8585
850	0.9246
900	0.9527
950	0.9681
1000	0.9787
