num	rate
10	0.0253
50	0.0367
100	0.0654
150	0.1195
200	0.2438
250	0.4785
300	0.6972
350	0.8725
400	0.9364
450	0.9854
500	0.9957
550	0.9954
600	0.9967
650	0.9999
700	0.9999
750	0.9999
800	0.9999
850	0.9999
900	0.9999
950	0.9983
1000	0.9999
