num	rate
10	1.0734
50	7.4442
100	16.5549
150	23.8422
200	30.8835
250	37.5305
300	44.3753
350	51.2073
400	58.0345
450	65.0512
500	72.0353
550	79.1073
600	86.2408
650	93.3566
700	100.4154
750	107.5782
800	114.8186
850	121.9713
900	128.9784
950	136.25
1000	143.3375
