num	rate
10	0.8053
50	4.6975
100	9.4444
150	13.1981
200	16.9348
250	20.7036
300	24.6631
350	28.5476
400	32.5712
450	36.5885
500	40.5413
550	44.6087
600	48.6698
650	52.7158
700	56.7288
750	60.754
800	64.8868
850	68.876
900	72.9305
950	77.0064
1000	81.1701
