num	rate
10	0.0355
50	0.0485
100	0.1073
150	0.2464
200	0.5129
250	0.7667
300	0.9442
350	0.9693
400	0.9859
450	0.994
500	0.9999
550	0.9998
600	0.9999
650	0.9999
700	0.9999
750	0.9999
800	0.9999
850	0.9999
900	0.9999
950	0.9999
1000	0.9999
