num	rate
10	0.0311
50	0.0744
100	0.1856
150	0.4583
200	0.7791
250	0.954
300	0.9828
350	0.9967
400	0.9998
450	0.9999
500	0.9999
550	0.9999
600	0.9999
650	0.9999
700	0.9999
750	0.9999
800	0.9999
850	0.9999
900	0.9999
950	0.9999
1000	0.9999
