num	rate
10	0.246
50	1.1986
100	2.5362
150	3.9764
200	5.4063
250	6.9575
300	8.367
350	9.625
400	10.6936
450	11.9008
500	12.9832
550	14.0303
600	15.1367
650	16.2278
700	17.32
750	18.4361
800	19.5186
850	20.6434
900	21.7624
950	22.9111
1000	24.062
