num	rate
10	0.0057
50	0.0056
100	0.0075
150	0.0107
200	0.0108
250	0.0177
300	0.0237
350	0.0325
400	0.045
450	0.0628
500	0.1009
550	0.1342
600	0.2288
650	0.247
700	0.4154
750	0.5097
800	0.6518
850	0.7359
900	0.8398
950	0.8681
1000	0.9227
